PL_FOOTNOTE,ACK,PARAGRAPH_ACK,LONG_AFFILIATION,EMAIL,BOLD_ACK,LONG_ACK,vspace_bib,bref_size,cserver_size,js_style,nbPages,space,idConfiguration
True,False,True,False,False,False,True,4.17,0.88,0.77,\tiny,4,25.9036865234375,1608
True,True,True,True,False,True,False,1.21,0.83,0.82,\footnotesize,5,487.4197540283203,1609
False,True,False,True,True,False,True,3.71,0.95,0.71,\scriptsize,5,659.0287704467773,1610
True,True,True,False,False,False,False,3.87,0.93,0.76,\tiny,4,22.730712890625,1611
False,False,False,True,True,True,False,1.83,0.83,0.64,\tiny,4,25.90374755859375,1612
False,True,True,True,False,False,False,3.71,0.79,0.65,\tiny,4,25.90374755859375,1613
True,False,True,True,False,True,True,1.08,0.84,0.89,\scriptsize,5,600.2487335205078,1614
True,True,False,False,True,False,True,1.06,0.85,0.84,\scriptsize,5,591.2827301025391,1615
False,False,True,False,False,False,False,3.42,0.97,0.76,\scriptsize,5,666.9987411499023,1616
False,True,False,True,False,False,True,2.86,0.91,0.76,\scriptsize,5,650.0617904663086,1617
False,False,True,True,False,True,True,4.92,1.0,0.66,\tiny,4,25.9036865234375,1618
True,False,True,False,False,False,True,4.44,0.92,0.64,\footnotesize,5,575.3417510986328,1619
False,True,False,True,False,True,True,1.66,0.78,0.64,\scriptsize,4,25.9036865234375,1620
False,True,False,False,False,False,True,2.01,0.95,0.77,\scriptsize,5,650.0617904663086,1621
True,True,True,False,True,False,False,4.13,0.82,0.88,\scriptsize,5,575.3417510986328,1622
False,True,False,True,False,True,True,4.28,0.79,0.63,\footnotesize,5,625.1557846069336,1623
False,False,False,False,False,False,False,3.73,0.94,0.82,\scriptsize,5,659.0287704467773,1624
True,False,True,False,False,True,False,4.58,0.86,0.71,\footnotesize,5,575.3417510986328,1625
False,True,True,False,False,False,False,2.16,0.91,0.87,\tiny,4,25.9036865234375,1626
True,False,True,False,True,False,False,1.95,0.94,0.88,\tiny,4,21.41973876953125,1627
True,False,False,True,True,True,False,1.58,0.89,0.64,\scriptsize,5,659.0287704467773,1628
False,False,True,True,False,False,True,2.53,0.7,0.89,\scriptsize,5,659.0287704467773,1629
False,False,True,True,True,False,True,1.3,0.74,0.8,\scriptsize,5,659.0287704467773,1630
True,False,True,True,False,False,True,4.76,0.71,0.67,\tiny,4,25.90374755859375,1631
True,True,False,True,False,True,True,1.89,0.78,0.71,\scriptsize,5,625.1557846069336,1632
True,False,True,False,False,False,True,4.87,0.71,0.68,\tiny,4,25.90374755859375,1633
False,False,False,False,True,True,True,4.97,0.84,0.66,\footnotesize,5,650.0617904663086,1634
True,False,True,True,False,True,False,3.86,0.9,0.67,\tiny,4,25.9036865234375,1635
False,False,False,False,False,False,True,2.53,0.8,0.61,\footnotesize,5,633.1257553100586,1636
False,False,False,True,False,False,False,2.94,0.87,0.87,\tiny,4,25.9036865234375,1637
True,True,True,False,False,False,True,1.24,0.9,0.61,\tiny,4,25.9036865234375,1638
True,True,False,True,True,False,False,1.55,0.76,0.65,\scriptsize,5,650.0617904663086,1639
False,True,False,False,False,True,False,1.32,0.77,0.89,\footnotesize,5,566.3757476806641,1640
False,False,False,False,True,False,True,1.56,0.98,0.75,\footnotesize,5,600.2487335205078,1641
False,True,False,True,True,True,True,3.33,0.81,0.74,\scriptsize,4,21.41973876953125,1642
True,True,True,False,False,False,True,2.67,0.88,0.83,\tiny,5,674.9687728881836,1643
True,True,True,True,False,True,True,2.1,0.87,0.61,\footnotesize,5,550.4357452392578,1644
False,False,True,False,True,False,True,4.18,0.75,0.65,\tiny,4,25.90374755859375,1645
False,False,True,False,True,True,True,4.59,0.86,0.86,\scriptsize,5,659.0287704467773,1646
False,False,True,True,True,False,False,3.7,0.77,0.82,\scriptsize,5,674.9687728881836,1647
True,True,False,True,False,True,True,3.52,0.7,0.89,\scriptsize,5,600.2487335205078,1648
True,True,True,True,False,False,True,4.2,0.8,0.76,\scriptsize,5,616.1887435913086,1649
True,True,True,True,True,False,False,3.15,0.83,0.71,\tiny,4,25.9036865234375,1650
False,False,True,False,True,False,False,4.31,0.96,0.69,\scriptsize,4,21.980712890625,1651
False,True,True,True,True,True,False,2.72,0.86,0.9,\scriptsize,5,583.3127593994141,1652
True,False,True,True,False,False,False,3.98,0.92,0.76,\footnotesize,5,550.4357452392578,1653
False,True,False,False,True,True,False,3.61,0.98,0.65,\tiny,4,25.90374755859375,1654
False,False,False,False,True,False,False,1.0,0.76,0.72,\footnotesize,5,600.2487335205078,1655
False,False,True,False,False,False,True,2.58,0.95,0.69,\tiny,4,25.90374755859375,1656
True,True,True,False,True,False,False,3.21,0.88,0.74,\tiny,4,25.9036865234375,1657
True,False,False,True,False,False,False,4.96,1.0,0.78,\footnotesize,5,525.3297271728516,1658
True,True,False,False,True,False,False,3.42,0.84,0.88,\tiny,4,24.43975830078125,1659
False,True,False,True,False,True,True,1.94,0.75,0.62,\footnotesize,5,625.1557846069336,1660
True,True,True,True,False,True,False,1.87,0.96,0.8,\scriptsize,5,566.3757476806641,1661
True,True,False,True,True,False,True,3.91,0.89,0.86,\footnotesize,5,504.53273010253906,1662
True,False,False,False,False,True,True,2.61,0.76,0.73,\footnotesize,5,575.3417510986328,1663
False,False,False,False,True,False,False,1.62,0.85,0.8,\footnotesize,5,600.2487335205078,1664
True,False,True,False,True,False,True,2.96,0.72,0.64,\scriptsize,4,21.41973876953125,1665
False,False,False,True,False,False,True,1.57,0.75,0.89,\tiny,4,25.9036865234375,1666
False,True,True,True,False,False,False,3.3,0.93,0.88,\tiny,4,21.41973876953125,1667
False,True,False,True,True,False,False,1.99,0.92,0.8,\tiny,4,25.9036865234375,1668
True,False,True,True,True,False,False,1.58,0.91,0.65,\footnotesize,5,575.3417510986328,1669
False,False,True,True,False,True,True,3.23,0.78,0.77,\scriptsize,4,21.41973876953125,1670
False,True,False,False,False,True,False,1.56,0.85,0.64,\footnotesize,5,625.1557846069336,1671
False,True,False,True,False,True,True,3.8,0.78,0.85,\footnotesize,5,583.3127593994141,1672
True,False,True,False,False,True,False,1.72,0.8,0.83,\scriptsize,5,633.1257553100586,1673
True,True,True,False,False,False,True,4.43,0.81,0.87,\footnotesize,5,488.57679748535156,1674
True,True,False,False,False,False,False,2.03,0.9,0.86,\scriptsize,5,600.2487335205078,1675
False,True,False,False,True,True,True,3.57,0.76,0.77,\footnotesize,5,575.3417510986328,1676
True,True,False,False,False,False,True,4.71,0.83,0.86,\tiny,4,21.41973876953125,1677
False,True,True,False,False,True,False,1.14,0.88,0.82,\scriptsize,5,616.1887435913086,1678
False,True,False,True,False,False,False,2.87,0.86,0.79,\tiny,4,25.9036865234375,1679
False,False,True,True,True,True,False,3.38,0.8,0.83,\footnotesize,5,600.2487335205078,1680
False,True,True,True,True,False,True,1.86,0.8,0.84,\scriptsize,5,625.1557846069336,1681
False,False,True,True,True,True,True,1.3,0.79,0.73,\tiny,4,25.90374755859375,1682
False,False,False,True,False,False,False,3.99,0.78,0.77,\scriptsize,4,21.41973876953125,1683
False,True,False,True,True,True,True,3.6,0.85,0.66,\tiny,4,25.90374755859375,1684
True,False,False,False,False,True,True,2.73,0.8,0.82,\tiny,4,25.9036865234375,1685
True,True,False,False,True,False,False,3.33,0.75,0.88,\scriptsize,5,591.2827301025391,1686
True,True,False,False,True,True,False,3.78,0.92,0.84,\footnotesize,5,525.3297271728516,1687
False,True,True,True,True,False,True,3.58,0.97,0.89,\scriptsize,5,591.2827301025391,1688
True,False,False,True,True,False,False,1.92,0.97,0.8,\footnotesize,5,525.3297271728516,1689
False,True,False,False,False,True,True,4.29,0.96,0.84,\scriptsize,5,625.1557846069336,1690
False,False,False,True,False,False,True,3.61,0.83,0.74,\scriptsize,4,21.41973876953125,1691
False,True,True,False,False,True,True,2.74,0.89,0.78,\footnotesize,5,550.4357452392578,1692
True,True,False,False,False,True,False,4.69,0.72,0.81,\footnotesize,5,550.4357452392578,1693
True,True,False,True,False,True,False,3.66,0.73,0.88,\scriptsize,5,600.2487335205078,1694
False,False,True,False,False,True,False,1.84,0.87,0.64,\footnotesize,5,633.1257553100586,1695
True,False,True,True,True,True,True,1.64,0.88,0.64,\tiny,4,25.90374755859375,1696
False,False,False,False,True,True,True,1.63,0.87,0.68,\footnotesize,5,616.1887435913086,1697
True,False,False,True,False,True,True,2.49,0.78,0.6,\tiny,4,25.90374755859375,1698
False,True,False,True,True,True,False,2.88,0.94,0.85,\tiny,4,25.9036865234375,1699
False,False,False,True,False,False,True,1.37,0.72,0.66,\footnotesize,5,625.1557846069336,1700
True,False,False,True,True,True,True,2.36,0.8,0.78,\scriptsize,5,633.1257553100586,1701
True,False,False,False,True,False,False,2.32,0.76,0.88,\scriptsize,5,600.2487335205078,1702
True,False,False,True,True,False,True,3.95,0.84,0.84,\footnotesize,5,550.4357452392578,1703
True,False,False,False,False,True,True,4.2,0.72,0.75,\footnotesize,5,575.3417510986328,1704
False,False,False,False,True,True,True,2.68,0.77,0.64,\tiny,4,25.90374755859375,1705
True,True,False,True,True,True,False,3.87,0.96,0.76,\scriptsize,5,625.1557846069336,1706
False,True,False,True,True,False,True,4.76,0.8,0.85,\scriptsize,5,650.0617904663086,1707
True,True,False,False,True,False,False,2.65,0.95,0.76,\footnotesize,5,525.3297271728516,1708
False,False,False,False,False,False,False,4.78,0.83,0.69,\tiny,4,25.90374755859375,1709
False,False,True,False,True,False,True,3.21,0.93,0.71,\scriptsize,4,21.41973876953125,1710
True,False,True,True,True,False,True,4.63,0.83,0.74,\scriptsize,5,659.0287704467773,1711
False,False,True,True,False,False,False,3.01,0.74,0.89,\footnotesize,5,583.3127593994141,1712
True,False,False,False,False,True,False,3.61,0.78,0.9,\scriptsize,5,600.2487335205078,1713
True,False,False,False,True,True,True,1.09,0.78,0.85,\scriptsize,5,608.2187652587891,1714
True,False,False,True,False,False,False,1.25,0.73,0.68,\footnotesize,5,575.3417510986328,1715
False,True,True,True,False,False,False,1.79,0.81,0.75,\scriptsize,5,633.1257553100586,1716
False,True,True,True,False,False,False,1.8,0.8,0.88,\tiny,4,25.9036865234375,1717
False,False,True,False,True,False,False,3.78,0.73,0.84,\footnotesize,5,600.2487335205078,1718
True,False,False,True,True,True,True,3.49,0.94,0.8,\tiny,4,25.9036865234375,1719
False,True,True,False,False,False,True,2.65,0.71,0.82,\footnotesize,5,550.4357452392578,1720
False,True,True,False,True,False,False,2.35,0.74,0.77,\tiny,4,25.9036865234375,1721
False,True,False,False,False,True,True,1.72,0.8,0.78,\footnotesize,5,575.3417510986328,1722
False,False,False,True,False,True,False,2.52,0.72,0.7,\footnotesize,5,633.1257553100586,1723
True,False,False,True,False,False,False,1.42,0.9,0.62,\footnotesize,5,575.3417510986328,1724
False,True,False,False,False,False,False,2.34,0.79,0.71,\footnotesize,5,600.2487335205078,1725
False,False,True,True,True,True,True,1.02,0.82,0.86,\scriptsize,5,659.0287704467773,1726
False,False,True,False,True,True,False,1.02,0.95,0.61,\scriptsize,4,25.9036865234375,1727
True,False,True,True,True,True,True,2.39,0.87,0.69,\scriptsize,5,659.0287704467773,1728
True,True,False,False,False,True,True,2.25,0.7,0.85,\scriptsize,5,608.2187652587891,1729
True,False,True,True,True,True,False,2.24,0.78,0.79,\footnotesize,5,550.4357452392578,1730
True,False,False,True,False,True,True,3.01,0.85,0.82,\scriptsize,5,641.0957870483398,1731
False,False,False,True,False,True,True,1.1,0.77,0.85,\tiny,4,25.9036865234375,1732
False,True,True,False,False,False,False,2.97,0.7,0.82,\tiny,4,25.9036865234375,1733
True,True,True,False,False,True,False,1.88,0.91,0.76,\tiny,4,21.41973876953125,1734
True,False,False,False,False,True,True,1.05,0.9,0.82,\tiny,4,25.9036865234375,1735
False,False,False,False,False,False,False,1.63,0.7,0.71,\scriptsize,4,25.9036865234375,1736
True,True,True,True,True,True,False,2.6,0.98,0.77,\footnotesize,5,491.35975646972656,1737
False,True,False,True,False,False,True,2.62,0.79,0.68,\tiny,4,25.90374755859375,1738
False,False,True,False,True,False,False,2.37,0.99,0.61,\tiny,4,25.90374755859375,1739
False,True,False,True,True,True,True,4.23,0.83,0.62,\scriptsize,4,21.41973876953125,1740
True,True,True,False,False,False,False,2.43,0.97,0.61,\tiny,4,25.9036865234375,1741
False,False,True,True,False,False,True,4.72,0.78,0.65,\footnotesize,5,650.0617904663086,1742
False,True,True,True,True,False,False,1.63,0.97,0.78,\tiny,4,25.9036865234375,1743
True,False,True,False,True,False,True,2.05,0.83,0.79,\tiny,4,25.9036865234375,1744
False,False,False,True,False,True,True,3.31,0.78,0.88,\tiny,4,25.90374755859375,1745
False,False,True,True,True,False,False,2.73,0.93,0.83,\footnotesize,5,583.3127593994141,1746
True,False,False,False,False,True,True,3.64,0.89,0.75,\footnotesize,5,550.4357452392578,1747
True,True,True,True,False,True,False,3.52,0.92,0.74,\footnotesize,5,503.42774963378906,1748
True,True,False,True,True,False,False,2.28,0.8,0.85,\tiny,4,25.9036865234375,1749
False,True,False,False,True,False,False,4.59,0.97,0.85,\scriptsize,5,625.1557846069336,1750
False,True,True,False,True,True,True,3.16,0.84,0.8,\tiny,4,23.208740234375,1751
False,False,False,True,False,True,False,3.23,0.85,0.66,\scriptsize,4,25.9036865234375,1752
False,False,False,False,False,True,False,2.94,0.78,0.81,\tiny,4,25.90374755859375,1753
True,True,False,False,True,True,True,4.33,0.96,0.87,\footnotesize,5,497.7527618408203,1754
True,False,True,True,False,False,True,3.22,0.73,0.66,\footnotesize,5,600.2487335205078,1755
True,True,False,False,True,True,False,1.71,0.79,0.64,\footnotesize,5,583.3127593994141,1756
False,True,False,True,False,True,False,1.48,0.84,0.75,\scriptsize,5,659.0287704467773,1757
True,False,True,True,False,True,False,4.83,0.86,0.62,\footnotesize,5,591.2827301025391,1758
True,True,False,False,False,True,False,2.02,0.97,0.8,\scriptsize,5,600.2487335205078,1759
True,False,False,True,False,False,True,4.39,0.93,0.67,\tiny,4,25.90374755859375,1760
False,False,False,False,False,True,False,1.78,0.71,0.84,\scriptsize,4,21.41973876953125,1761
True,True,False,True,True,True,True,1.48,0.82,0.63,\scriptsize,5,650.0617904663086,1762
True,False,True,True,False,False,True,2.31,0.9,0.86,\tiny,4,25.9036865234375,1763
True,True,True,True,True,False,False,4.61,0.8,0.65,\footnotesize,5,550.4357452392578,1764
False,True,False,False,False,True,True,2.23,0.81,0.72,\tiny,4,25.90374755859375,1765
False,True,True,False,False,True,True,3.77,0.85,0.84,\tiny,4,24.937744140625,1766
False,True,True,False,True,False,False,2.83,0.75,0.72,\footnotesize,5,575.3417510986328,1767
True,False,True,True,False,False,True,2.4,0.76,0.61,\scriptsize,4,21.41973876953125,1768
True,True,True,False,False,True,False,3.57,0.75,0.7,\footnotesize,5,516.3637237548828,1769
False,True,False,True,True,False,True,2.03,0.75,0.8,\footnotesize,5,575.3417510986328,1770
True,True,True,False,True,False,True,2.04,0.81,0.78,\scriptsize,5,583.3127593994141,1771
True,False,True,True,True,True,False,1.5,0.95,0.89,\footnotesize,5,505.67176818847656,1772
True,False,True,False,False,False,False,1.04,0.99,0.65,\tiny,4,25.9036865234375,1773
False,True,False,False,False,False,True,2.79,0.93,0.65,\footnotesize,5,600.2487335205078,1774
False,True,False,True,True,True,False,4.84,0.77,0.73,\footnotesize,5,600.2487335205078,1775
True,True,False,False,False,False,True,2.03,0.72,0.63,\scriptsize,5,650.0617904663086,1776
False,True,False,True,True,False,False,1.99,0.83,0.77,\tiny,4,25.90374755859375,1777
False,True,True,False,False,False,True,2.64,0.93,0.63,\tiny,4,25.9036865234375,1778
True,False,False,True,False,True,False,4.55,0.77,0.79,\tiny,4,25.9036865234375,1779
True,False,True,False,True,False,False,3.18,0.76,0.75,\footnotesize,5,566.3757476806641,1780
True,False,False,False,False,True,False,4.33,0.93,0.68,\tiny,4,25.9036865234375,1781
True,True,True,True,False,False,True,3.78,0.99,0.82,\scriptsize,5,265.56378173828125,1782
False,True,True,False,True,True,True,3.95,0.79,0.65,\tiny,4,25.90374755859375,1783
True,False,False,True,False,True,False,4.73,0.82,0.62,\footnotesize,5,608.2187652587891,1784
True,True,False,False,False,False,False,1.88,0.7,0.63,\tiny,4,25.90374755859375,1785
False,True,False,True,False,True,True,3.34,0.81,0.82,\tiny,4,25.9036865234375,1786
False,True,True,True,True,False,True,1.67,0.93,0.75,\footnotesize,5,550.4357452392578,1787
True,True,True,False,True,False,True,2.55,0.96,0.77,\footnotesize,5,492.70777893066406,1788
False,True,True,False,True,False,True,4.81,0.76,0.75,\tiny,4,25.9036865234375,1789
True,False,False,True,False,False,True,3.14,0.75,0.74,\scriptsize,5,659.0287704467773,1790
False,False,True,True,True,True,True,2.11,0.71,0.64,\tiny,4,25.90374755859375,1791
True,True,False,False,True,True,True,3.52,0.92,0.89,\scriptsize,5,288.7327880859375,1792
False,True,False,True,True,False,False,2.21,0.82,0.74,\footnotesize,5,591.2827301025391,1793
True,False,False,False,True,True,True,1.59,0.81,0.67,\footnotesize,5,575.3417510986328,1794
False,False,True,True,False,False,True,4.81,0.8,0.76,\scriptsize,4,23.39776611328125,1795
True,False,True,False,True,True,False,3.68,0.88,0.75,\footnotesize,5,550.4357452392578,1796
True,False,False,True,True,True,True,1.39,0.75,0.61,\scriptsize,5,674.9687728881836,1797
False,True,False,False,True,True,False,3.4,0.78,0.72,\tiny,4,25.90374755859375,1798
True,False,False,True,False,False,False,2.2,0.76,0.8,\tiny,4,25.90374755859375,1799
False,True,False,True,False,False,True,3.93,0.85,0.84,\footnotesize,5,566.3757476806641,1800
True,False,False,True,True,False,False,4.59,0.72,0.82,\scriptsize,5,650.0617904663086,1801
True,False,False,True,False,False,False,2.36,0.7,0.73,\footnotesize,5,575.3417510986328,1802
False,False,True,True,False,True,True,2.89,0.9,0.61,\tiny,4,25.90374755859375,1803
True,True,True,False,True,True,True,4.59,0.71,0.62,\tiny,4,25.9036865234375,1804
True,False,False,False,True,True,True,2.17,1.0,0.66,\footnotesize,5,550.4357452392578,1805
True,True,True,True,True,True,True,4.28,0.73,0.82,\scriptsize,5,575.3417510986328,1806
True,False,True,True,False,True,False,1.33,0.78,0.62,\scriptsize,5,674.9687728881836,1807
False,False,True,False,False,False,False,3.0,0.97,0.63,\scriptsize,4,25.9036865234375,1808
True,True,True,True,True,False,True,1.95,0.93,0.72,\scriptsize,5,583.3127593994141,1809
False,True,True,False,True,True,True,2.89,0.73,0.83,\footnotesize,5,550.4357452392578,1810
False,False,True,False,True,False,False,3.58,0.77,0.87,\footnotesize,5,600.2487335205078,1811
False,False,True,True,True,True,True,1.75,0.7,0.77,\scriptsize,4,25.9036865234375,1812
False,False,False,True,False,False,False,4.2,0.95,0.62,\tiny,4,25.90374755859375,1813
False,True,False,True,False,False,True,1.16,0.93,0.73,\tiny,4,25.90374755859375,1814
True,False,True,False,True,False,True,1.46,0.79,0.89,\scriptsize,5,600.2487335205078,1815
True,True,False,True,True,False,True,1.54,0.73,0.85,\tiny,4,25.9036865234375,1816
True,True,False,True,True,True,True,1.79,0.84,0.83,\scriptsize,5,608.2187652587891,1817
False,False,True,True,False,True,True,3.96,0.76,0.61,\tiny,4,25.90374755859375,1818
False,False,False,True,True,True,False,1.84,0.91,0.73,\footnotesize,5,600.2487335205078,1819
False,True,True,True,False,False,True,2.15,0.95,0.78,\tiny,4,25.9036865234375,1820
False,True,True,False,False,False,False,2.02,0.77,0.71,\scriptsize,5,659.0287704467773,1821
True,True,True,True,False,True,True,4.96,0.74,0.88,\tiny,5,650.0617904663086,1822
True,True,False,True,False,True,True,2.47,0.71,0.7,\tiny,4,25.90374755859375,1823
False,False,False,True,False,False,True,2.49,0.85,0.77,\footnotesize,5,600.2487335205078,1824
False,False,True,False,False,True,False,4.09,0.92,0.63,\footnotesize,5,641.0957870483398,1825
True,False,False,False,True,True,False,2.24,0.93,0.82,\footnotesize,5,525.3297271728516,1826
True,False,True,False,True,True,True,3.16,0.84,0.82,\tiny,4,25.9036865234375,1827
True,True,False,True,False,True,True,1.77,0.86,0.72,\tiny,4,25.9036865234375,1828
True,False,True,True,False,False,False,1.78,0.76,0.89,\scriptsize,5,600.2487335205078,1829
False,True,False,False,True,False,False,4.25,0.83,0.77,\tiny,4,25.90374755859375,1830
True,False,True,True,True,False,False,1.07,0.99,0.84,\scriptsize,5,305.69775390625,1831
True,False,False,False,False,True,False,2.59,0.74,0.89,\tiny,4,25.9036865234375,1832
False,False,False,True,False,False,False,2.09,0.72,0.72,\scriptsize,4,25.9036865234375,1833
False,True,False,True,False,True,True,4.45,0.76,0.74,\tiny,4,25.90374755859375,1834
False,True,False,True,False,True,True,1.81,0.82,0.84,\tiny,4,25.9036865234375,1835
False,True,False,False,False,True,True,4.55,0.92,0.9,\scriptsize,5,625.1557846069336,1836
False,False,False,True,False,True,False,3.13,0.79,0.61,\footnotesize,5,641.0957870483398,1837
False,True,True,True,True,False,False,1.54,0.93,0.63,\tiny,4,25.9036865234375,1838
True,True,False,True,True,True,False,2.17,0.87,0.65,\tiny,4,25.90374755859375,1839
False,True,False,True,True,False,False,1.73,0.92,0.85,\footnotesize,5,566.3757476806641,1840
False,True,True,False,True,True,True,3.14,0.8,0.85,\footnotesize,5,550.4357452392578,1841
True,False,False,False,False,True,True,1.88,0.98,0.82,\scriptsize,5,616.1887435913086,1842
False,False,False,False,False,False,False,4.98,0.77,0.88,\tiny,4,25.9036865234375,1843
True,True,True,True,False,False,True,2.55,0.73,0.9,\tiny,5,650.0617904663086,1844
False,True,False,False,True,False,True,2.79,0.96,0.67,\scriptsize,5,659.0287704467773,1845
True,True,True,True,False,False,False,4.16,0.73,0.8,\footnotesize,5,525.3297271728516,1846
False,False,False,True,False,True,False,4.28,0.94,0.8,\footnotesize,5,591.2827301025391,1847
False,True,True,True,False,True,True,1.44,0.73,0.75,\tiny,4,25.9036865234375,1848
False,False,False,True,True,False,True,4.37,0.96,0.76,\tiny,4,25.90374755859375,1849
True,False,True,False,True,False,False,3.32,0.9,0.77,\tiny,4,25.9036865234375,1850
True,True,False,False,True,True,False,2.53,0.73,0.8,\footnotesize,5,550.4357452392578,1851
False,False,False,False,True,False,False,2.68,0.88,0.79,\scriptsize,5,666.9987411499023,1852
False,False,True,True,False,True,False,2.62,0.86,0.78,\scriptsize,5,666.9987411499023,1853
True,False,False,True,False,False,False,4.39,0.81,0.8,\scriptsize,5,641.0957870483398,1854
True,True,True,False,True,False,True,4.17,0.8,0.64,\tiny,4,25.9036865234375,1855
True,False,False,True,True,True,False,3.05,0.8,0.81,\scriptsize,5,641.0957870483398,1856
True,False,True,True,False,False,True,1.23,0.97,0.68,\footnotesize,5,558.4057769775391,1857
True,False,True,False,True,True,False,1.77,0.75,0.89,\tiny,4,25.9036865234375,1858
True,True,True,True,True,False,True,1.13,0.81,0.83,\footnotesize,5,488.68275451660156,1859
False,False,True,True,True,True,True,1.49,0.94,0.76,\footnotesize,5,600.2487335205078,1860
False,True,False,True,True,True,True,4.24,0.74,0.81,\footnotesize,5,583.3127593994141,1861
False,False,True,True,True,False,True,2.59,0.85,0.83,\footnotesize,5,600.2487335205078,1862
True,True,True,True,True,True,True,4.09,0.87,0.82,\tiny,5,659.0287704467773,1863
True,True,False,False,False,True,False,1.85,0.8,0.6,\tiny,4,25.90374755859375,1864
False,False,False,True,False,True,True,1.4,0.8,0.87,\scriptsize,5,659.0287704467773,1865
False,False,True,True,False,False,True,4.14,0.98,0.79,\tiny,4,25.9036865234375,1866
True,False,True,True,True,False,True,2.61,0.78,0.9,\footnotesize,5,516.3637237548828,1867
False,True,False,False,False,False,False,3.74,0.9,0.82,\scriptsize,5,659.0287704467773,1868
True,False,True,False,False,False,False,1.3,0.91,0.77,\footnotesize,5,516.3637237548828,1869
False,True,True,False,True,True,True,4.18,0.95,0.79,\scriptsize,5,600.2487335205078,1870
True,False,False,False,False,False,False,3.59,0.93,0.75,\tiny,4,25.9036865234375,1871
True,False,False,False,True,True,True,4.82,0.9,0.63,\tiny,4,25.90374755859375,1872
False,False,True,True,True,False,True,3.63,0.73,0.84,\footnotesize,5,600.2487335205078,1873
False,True,True,True,False,True,True,3.66,0.9,0.76,\footnotesize,5,550.4357452392578,1874
False,False,True,False,False,True,True,3.52,0.72,0.81,\footnotesize,5,600.2487335205078,1875
False,True,False,True,False,False,False,2.67,0.83,0.62,\tiny,4,25.90374755859375,1876
True,False,False,True,True,False,False,4.55,0.84,0.78,\footnotesize,5,550.4357452392578,1877
False,False,True,True,False,True,True,4.39,0.85,0.75,\footnotesize,5,608.2187652587891,1878
False,False,True,False,False,True,False,3.03,0.85,0.6,\scriptsize,4,25.90374755859375,1879
True,True,True,False,True,False,True,4.12,0.82,0.64,\scriptsize,5,633.1257553100586,1880
True,True,True,True,True,False,True,2.8,0.82,0.63,\footnotesize,5,550.4357452392578,1881
False,False,False,False,True,False,False,4.23,0.82,0.76,\scriptsize,4,21.75372314453125,1882
False,False,True,False,False,False,False,3.85,0.73,0.85,\scriptsize,5,674.9687728881836,1883
True,False,True,True,False,False,True,2.25,0.82,0.6,\scriptsize,4,21.41973876953125,1884
False,True,False,False,False,False,False,1.22,0.83,0.82,\tiny,4,25.9036865234375,1885
False,False,True,True,False,True,False,3.14,0.72,0.63,\footnotesize,5,659.0287704467773,1886
True,False,False,False,False,True,True,1.57,0.97,0.76,\scriptsize,5,625.1557846069336,1887
True,True,False,False,True,False,False,2.19,0.79,0.64,\scriptsize,5,650.0617904663086,1888
False,False,True,False,False,True,False,1.13,0.95,0.82,\tiny,4,25.9036865234375,1889
True,True,False,True,False,False,False,2.09,0.79,0.89,\scriptsize,5,591.2827301025391,1890
True,True,False,True,False,False,True,2.67,0.97,0.62,\footnotesize,5,550.4357452392578,1891
False,True,True,False,True,True,True,3.75,0.84,0.71,\scriptsize,5,625.1557846069336,1892
False,False,True,True,True,True,False,2.48,0.91,0.85,\footnotesize,5,575.3417510986328,1893
False,False,False,True,False,False,False,1.82,0.93,0.7,\scriptsize,4,21.41973876953125,1894
False,False,True,False,False,True,True,1.95,0.7,0.83,\footnotesize,5,600.2487335205078,1895
False,False,True,False,False,False,False,3.53,0.76,0.83,\scriptsize,5,666.9987411499023,1896
False,False,False,False,True,False,True,2.12,0.97,0.73,\scriptsize,5,659.0287704467773,1897
False,True,False,False,True,True,False,2.08,0.9,0.86,\tiny,4,25.9036865234375,1898
True,False,False,False,False,False,True,4.78,0.91,0.7,\footnotesize,5,575.3417510986328,1899
False,True,False,True,False,True,False,1.21,0.9,0.68,\scriptsize,4,21.41973876953125,1900
False,False,False,False,True,False,True,3.91,0.98,0.86,\footnotesize,5,575.3417510986328,1901
False,True,True,False,False,False,True,4.82,0.87,0.8,\tiny,4,25.9036865234375,1902
True,True,False,False,False,False,False,1.33,0.78,0.88,\tiny,4,21.41973876953125,1903
False,False,False,False,False,False,True,3.35,0.95,0.63,\scriptsize,4,25.9036865234375,1904
True,True,False,False,True,False,False,4.15,0.91,0.88,\footnotesize,5,505.21278381347656,1905
True,True,False,True,True,True,True,4.63,0.97,0.76,\tiny,4,25.9036865234375,1906
False,True,True,False,False,True,False,1.09,0.94,0.83,\footnotesize,5,525.3297271728516,1907
False,True,True,False,False,False,False,2.3,0.87,0.85,\scriptsize,5,616.1887435913086,1908
False,True,False,True,True,True,False,2.33,0.7,0.72,\scriptsize,4,21.41973876953125,1909
False,False,False,True,True,False,False,1.26,0.8,0.63,\tiny,4,25.90374755859375,1910
True,True,True,True,True,True,False,1.54,0.86,0.64,\footnotesize,5,525.3297271728516,1911
False,False,True,True,True,True,True,2.05,0.83,0.82,\footnotesize,5,600.2487335205078,1912
True,True,True,True,False,True,False,1.69,0.94,0.85,\scriptsize,5,550.4357452392578,1913
